ligand,receptor,pathway,function,AX,LA,LV,RA,RV,SP,mean_score
TNF,MUC1,ligand,functional,0.0,0.0,0.0,0.009892239319695274,0.0,0.01123644667437309,0.0035214476656780604
PILRA,LILRB2,ligand,functional,0.020988177016798285,0.0,0.0,0.0,0.0,0.0,0.0034980295027997143
SLAMF1,INPP5D,ligand,functional,0.0,0.0,0.0,0.0,0.020963967482666927,0.0,0.003493994580444488
IL12A,IL1R1,ligand,functional,0.02092441509825986,0.0,0.0,0.0,0.0,0.0,0.0034874025163766434
CXCR4,PIK3CG,cell_adhesion,functional,0.0,0.0,0.0,0.01020294624713067,0.010669212143682553,0.0,0.0034786930651355373
VEGFD,PRKCB,ligand,functional,0.0,0.0,0.0,0.020831473567242263,0.0,0.0,0.003471912261207044
IL2RG,PRKCB,cell_adhesion,functional,0.0,0.0,0.0,0.020811582142981688,0.0,0.0,0.0034685970238302814
TNF,CDH11,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.020809166694774433,0.003468194449129072
FASLG,MAP2K3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.02077680264237576,0.00346280044039596
KIT,CSF2RA,ligand,functional,0.0,0.0,0.0,0.01133239764849595,0.009398021055313325,0.0,0.0034550697839682127
EGFR,CHEK1,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.020660171251859386,0.0,0.0034433618753098977
CXCL2,CCR7,ligand,functional,0.0,0.0,0.0,0.020608970935952722,0.0,0.0,0.003434828489325454
LYN,CASP8,cell_adhesion,functional,0.0,0.0,0.02053218948759576,0.0,0.0,0.0,0.00342203158126596
TGFB1,PIK3CG,ligand,functional,0.0,0.0,0.0,0.020365070231102903,0.0,0.0,0.003394178371850484
ADORA3,MMP9,cell_surface_ligand,functional,0.0,0.0,0.0,0.02036064949166532,0.0,0.0,0.0033934415819442203
CCL5,ACKR4,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.02035609874546335,0.0033926831242438917
CLCF1,CNTFR,ligand,functional,0.0,0.0,0.0048344286355951165,0.0,0.0,0.015440653896379478,0.003379180421995766
KIT,FER,ligand,functional,0.0,0.0,0.0,0.02019010212013359,0.0,0.0,0.0033650170200222648
CSF3,PLAUR,ligand,functional,0.0,0.0,0.0,0.0,0.02015691335068991,0.0,0.003359485558448318
SYK,MS4A2,cell_adhesion,functional,0.0,0.0,0.004171832230639087,0.0,0.0,0.0159320163505271,0.0033506414301943646
NTF3,MBP,ligand,functional,0.0,0.0,0.02008044892827221,0.0,0.0,0.0,0.0033467414880453683
GDF10,ACVR2A,ligand,functional,0.0,0.02002215560447469,0.0,0.0,0.0,0.0,0.003337025934079115
LEP,GHR,ligand,functional,0.013370517101738505,0.0,0.0,0.0,0.0,0.0066502113053278555,0.0033367880678443936
CCL19,ACKR2,ligand,functional,0.0,0.0,0.019963017589199668,0.0,0.0,0.0,0.0033271695981999445
EGF,PAK1,ligand,functional,0.0,0.0,0.01993256102404004,0.0,0.0,0.0,0.003322093504006673
CCL5,ACKR2,ligand,functional,0.0,0.0,0.004771217911520645,0.0,0.0,0.015146724911793521,0.003319657137219028
PRKCZ,BTK,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.019892561845780726,0.0,0.0033154269742967876
CXCL3,ACKR1,ligand,functional,0.0,0.0,0.019882720114125743,0.0,0.0,0.0,0.003313786685687624
CTSG,F2RL2,ligand,functional,0.0,0.0,0.0057767285176434525,0.0,0.0,0.01409344381126835,0.003311695388151967
TNF,CTSS,ligand,functional,0.0,0.0,0.0,0.019857877102024947,0.0,0.0,0.0033096461836708245
CD8A,IL2RG,ligand,functional,0.0,0.0,0.0,0.019841676203336923,0.0,0.0,0.003306946033889487
LYN,CD5,cell_adhesion,functional,0.0,0.0,0.007875828072929435,0.0,0.0,0.011955727336645178,0.003305259234929102
VWA1,ADAMTS13,ecm,functional,0.0,0.0,0.019812072272293677,0.0,0.0,0.0,0.0033020120453822795
CCR5,GNAQ,cell_adhesion,functional,0.0,0.0,0.01970606025168202,0.0,0.0,0.0,0.0032843433752803367
CSF1,TNF,ligand,functional,0.0,0.0,0.0,0.019694063682836445,0.0,0.0,0.0032823439471394073
IL1B,SELE,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.019636766679500303,0.003272794446583384
KIT,GRB7,ligand,functional,0.0,0.013892894021941419,0.0,0.00570177989713929,0.0,0.0,0.0032657789865134512
FGFR4,LILRA6,ligand,functional,0.019573856468203404,0.0,0.0,0.0,0.0,0.0,0.003262309411367234
HMMR,HAS2,cell_surface_ligand,functional,0.00959960992370109,0.0,0.0,0.0,0.0,0.009956464108544992,0.0032593456720410134
HAS2,HMMR,cell_surface_ligand,functional,0.009599609923701086,0.0,0.0,0.0,0.0,0.009956464108544989,0.003259345672041012
EGFR,MARVELD2,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.019555412402315148,0.0,0.003259235400385858
CCL19,CCR7,ligand,functional,0.0,0.0,0.0,0.019553077821234485,0.0,0.0,0.0032588463035390807
ROR2,FZD6,activating_cofactor,functional,0.0,0.0,0.0,0.0,0.019528872618418163,0.0,0.003254812103069694
LYN,MAP4K1,cell_adhesion,functional,0.0,0.019528802767052284,0.0,0.0,0.0,0.0,0.003254800461175381
JAK2,EZH2,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.019525072750919862,0.0,0.003254178791819977
ADIPOQ,WIF1,ligand,functional,0.0,0.019515343705334795,0.0,0.0,0.0,0.0,0.003252557284222466
SYK,LCK,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.01936951384794346,0.0032282523079905766
LCK,SYK,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.01936951384794346,0.0032282523079905766
CXCL2,CXCR6,ligand,functional,0.0,0.0,0.0,0.01928159008601072,0.0,0.0,0.0032135983476684533
CBL,ESR1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.019240717964922154,0.0032067863274870254
EGFR,ESR1,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.01919960908318907,0.0,0.003199934847198178
TNF,NR3C1,ligand,functional,0.0,0.0,0.0,0.01899719038150193,0.0,0.0,0.0031661983969169887
ITGB3,PIK3CA,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.0189956437035212,0.0031659406172535333
CASP8,CHUK,cell_adhesion,functional,0.0,0.0,0.018962082413615525,0.0,0.0,0.0,0.0031603470689359208
BMP2,MMP9,ligand,functional,0.0,0.0,0.0,0.018923961164576807,0.0,0.0,0.0031539935274294676
TNF,TGFB1,ligand,functional,0.0,0.0,0.0,0.018832044997708148,0.0,0.0,0.0031386741662846915
LILRA6,CD300E,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.018796225308471817,0.0,0.0031327042180786364
FCER2,ITGB2,cell_surface_ligand,functional,0.018682344646327023,0.0,0.0,0.0,0.0,0.0,0.0031137241077211705
CCL2,CXCR1,ligand,functional,0.018635203313876175,0.0,0.0,0.0,0.0,0.0,0.0031058672189793624
CBL,CNTFR,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.01863310716897904,0.0031055178614965064
LAMB3,SV2A,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.018611490107211835,0.003101915017868639
SFRP2,FZD6,ligand,functional,0.0,0.0,0.0,0.0,0.018607147546083058,0.0,0.00310119125768051
EFNA3,EPHB6,ligand,functional,0.0,0.018598342025621318,0.0,0.0,0.0,0.0,0.0030997236709368863
SLIT2,GREM1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.01858988564598064,0.003098314274330107
CD4,MAP4K1,cell_adhesion,functional,0.0,0.01854695715332051,0.0,0.0,0.0,0.0,0.003091159525553418
LYN,RET,cell_adhesion,functional,0.0,0.0,0.018528702002186224,0.0,0.0,0.0,0.003088117000364371
CCL19,CXCR6,ligand,functional,0.0,0.0,0.0,0.018499056377897435,0.0,0.0,0.0030831760629829058
PTCH1,SMO,cell_adhesion,functional,0.0,0.0,0.01833635491857067,0.0,0.0,0.0,0.0030560591530951115
NCAM2,L1CAM,cell_surface_ligand,functional,0.018313077491068433,0.0,0.0,0.0,0.0,0.0,0.003052179581844739
CXCL9,MAP2K6,ligand,functional,0.0,0.0,0.002625874992217066,0.0,0.015649092980077887,0.0,0.0030458279953824922
MDK,LRP2,ligand,functional,0.0,0.0,0.0,0.0,0.018258853013760755,0.0,0.003043142168960126
CCL5,MMP9,ligand,functional,0.0,0.0,0.0,0.018231903298093356,0.0,0.0,0.003038650549682226
RELN,ITGB8,ecm,functional,0.0,0.0,0.0,0.0,0.01814581365732406,0.0,0.0030243022762206765
LYN,ZAP70,cell_adhesion,functional,0.0,0.0,0.01814130947113346,0.0,0.0,0.0,0.0030235515785222433
PTPRF,SIRPB1,inhibitory_cofactor,functional,0.0,0.0,0.0030446322784209224,0.015041647044998958,0.0,0.0,0.0030143798872366468
TNFRSF14,LRFN5,cell_surface_ligand,functional,0.0,0.0,0.0,0.01806273069521773,0.0,0.0,0.0030104551158696216
EDN1,CASP8,ligand,functional,0.0,0.0,0.0,0.0,0.018049075206988282,0.0,0.0030081792011647135
SYK,CD3E,cell_adhesion,functional,0.0,0.0,0.017974554945136164,0.0,0.0,0.0,0.002995759157522694
EPHB6,EPHA2,cell_adhesion,functional,0.0,0.0,0.017949597131660094,0.0,0.0,0.0,0.002991599521943349
ITGAM,TNF,adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.01790713317918924,0.0029845221965315396
SEMA7A,PLXNC1,ligand,functional,0.017827586722847417,0.0,0.0,0.0,0.0,0.0,0.0029712644538079027
PLXNC1,SEMA7A,cell_surface_ligand,functional,0.017827586722847417,0.0,0.0,0.0,0.0,0.0,0.0029712644538079027
F2RL2,BACE1,ligand,functional,0.0,0.0,0.0,0.01781032814891601,0.0,0.0,0.0029683880248193347
CCL19,CCR5,ligand,functional,0.0,0.0,0.017788280660075654,0.0,0.0,0.0,0.0029647134433459423
LPL,TNF,ecm,functional,0.0,0.0,0.0,0.01777139638790773,0.0,0.0,0.0029618993979846214
TNF,LPL,ligand,functional,0.0,0.0,0.0,0.01777139638790773,0.0,0.0,0.0029618993979846214
NTF3,SOS1,ligand,functional,0.0,0.0,0.017769674416683173,0.0,0.0,0.0,0.0029616124027805287
WNT3,FZD6,ligand,functional,0.0,0.0,0.0,0.0,0.01776592795482641,0.0,0.0029609879924710684
EPHA2,FGFR3,cell_surface_ligand,functional,0.0,0.0,0.01775603010756157,0.0,0.0,0.0,0.0029593383512602615
IL1B,CXCL10,ligand,functional,0.002542323198430425,0.0,0.0,0.0,0.0,0.015121971141683966,0.002944049056685732
EGF,LAMB3,ligand,functional,0.0,0.0,0.01762866274981527,0.0,0.0,0.0,0.0029381104583025446
CD86,NOD2,cell_surface_ligand,functional,0.0,0.0,0.0029235265303280107,0.014652009521852919,0.0,0.0,0.0029292560086968213
TNN,ITGA3,ecm,functional,0.0,0.0,0.0,0.01751887968285966,0.0,0.0,0.0029198132804766097
CCR2,GNAI3,cell_adhesion,functional,0.0,0.01750860162754377,0.0,0.0,0.0,0.0,0.0029181002712572947
CCL21,CCR2,ligand,functional,0.0,0.017479271859724695,0.0,0.0,0.0,0.0,0.0029132119766207827
RELN,ITGB7,ecm,functional,0.0,0.0,0.0038607732970099046,0.0,0.013608501163536551,0.0,0.002911545743424409
LCK,MUC1,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.017462811654009463,0.0029104686090015773
F2RL2,F2RL3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.01744807344181685,0.0029080122403028082
CD69,KLRB1,cell_surface_ligand,functional,0.0,0.0,0.0,0.012594903778047933,0.0,0.004840230020888869,0.0029058556331561336
GPC6,LRP2,ecm,functional,0.0,0.009204343046720992,0.0,0.0,0.008198431956966271,0.0,0.0029004625006145437
CCL18,CCR2,ligand,functional,0.0,0.01736705466287887,0.0,0.0,0.0,0.0,0.0028945091104798115
COMP,SDC1,ecm,functional,0.0,0.0,0.0,0.014951770199335088,0.0024039637829451244,0.0,0.0028926223303800355
CLEC2D,KLRB1,ligand,functional,0.0,0.0,0.0,0.01729516960091828,0.0,0.0,0.002882528266819713
KLRB1,CLEC2D,cell_surface_ligand,functional,0.0,0.0,0.0,0.01729516960091828,0.0,0.0,0.002882528266819713
PTPRF,LRFN5,inhibitory_cofactor,functional,0.0,0.0,0.0,0.017252441889579716,0.0,0.0,0.002875406981596619
LRFN5,PTPRF,ligand,functional,0.0,0.0,0.0,0.017252441889579716,0.0,0.0,0.002875406981596619
CCL18,CX3CR1,ligand,functional,0.0,0.0,0.017223870812557912,0.0,0.0,0.0,0.002870645135426319
LAMC2,SV2A,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.01718835926558018,0.0028647265442633633
IL18,IDO1,ligand,functional,0.0,0.0,0.0,0.0,0.01715086936162906,0.0,0.0028584782269381764
LNX1,KCNA4,cell_adhesion,functional,0.017137804605506818,0.0,0.0,0.0,0.0,0.0,0.0028563007675844695
TNF,SPHK1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.017078059001751047,0.0028463431669585077
SFRP5,FZD6,ligand,functional,0.0,0.0,0.0,0.0,0.016989434158110172,0.0,0.002831572359685029
MST1,MST1R,ligand,functional,0.0,0.0,0.0,0.01698742077387888,0.0,0.0,0.00283123679564648
VIP,PTH1R,ligand,functional,0.0,0.0,0.0,0.01697198960272533,0.0,0.0,0.0028286649337875554
NRG1,ERBB3,ligand,functional,0.0,0.016948500491833624,0.0,0.0,0.0,0.0,0.0028247500819722706
ERBB3,NRG1,ligand_regulator,functional,0.0,0.016948500491833624,0.0,0.0,0.0,0.0,0.0028247500819722706
CXCL8,CCR7,ligand,functional,0.0,0.0,0.0,0.016864993111907544,0.0,0.0,0.002810832185317924
SAA1,MPO,ligand,functional,0.0,0.01685526131324197,0.0,0.0,0.0,0.0,0.0028092102188736617
ZP3,MERTK,ecm,functional,0.0,0.0,0.0,0.0,0.016846799389601305,0.0,0.002807799898266884
CXCL8,SDC1,ligand,functional,0.0,0.0,0.0,0.010248046212709399,0.006581530513186041,0.0,0.002804929454315907
STC1,TNF,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.016791658571189024,0.0027986097618648374
TNF,CXCL10,ligand,functional,0.0,0.0,0.0,0.0031622068593183308,0.0,0.01361708023411806,0.002796547848906065
CXCR4,CCR7,cell_adhesion,functional,0.0,0.0,0.0,0.016733955054428123,0.0,0.0,0.0027889925090713538
FGFR4,RIPK3,ligand,functional,0.016682109224516854,0.0,0.0,0.0,0.0,0.0,0.0027803515374194756
TNC,PTPRZ1,ecm,functional,0.0,0.0,0.0,0.0,0.016638119542128568,0.0,0.0027730199236880946
FGF14,FGFR4,ligand,functional,0.01657795095314488,0.0,0.0,0.0,0.0,0.0,0.0027629918255241467
FRZB,WNT5A,ligand,functional,0.0,0.0,0.016492602599850546,0.0,0.0,0.0,0.002748767099975091
MET,MUC20,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.016422706957169884,0.0,0.0027371178261949808
SYK,PTK2B,cell_adhesion,functional,0.0,0.0,0.016271399906566574,0.0,0.0,0.0,0.0027118999844277622
TNF,PTGS2,ligand,functional,0.0,0.0,0.0,0.013134618665984156,0.0,0.0031169032441135387,0.0027085869850162823
LCK,LAT,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.016215759964638796,0.0027026266607731325
CXCL10,MAP2K6,ligand,functional,0.0,0.0,0.004781351814250168,0.0,0.011422791233360211,0.0,0.002700690507935063
TGFBR1,PPP2R2B,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.01619776863766439,0.0026996281062773987
IL12RB1,IL1R1,cell_adhesion,functional,0.0,0.0,0.016195010810302533,0.0,0.0,0.0,0.0026991684683837554
PRKCI,AMOT,tight_junction,functional,0.0,0.0,0.01618836915579088,0.0,0.0,0.0,0.0026980615259651467
BTK,TLR8,cell_adhesion,functional,0.002488677581906296,0.0,0.0,0.0,0.0,0.013679536000114565,0.0026947022636701437
EGFR,PIK3CG,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.01615531817932755,0.0,0.0026925530298879253
IL6,MET,ligand,functional,0.0,0.0,0.016078075551036436,0.0,0.0,0.0,0.002679679258506073
POMC,ADRA2A,ligand,functional,0.0,0.0,0.016072958945406977,0.0,0.0,0.0,0.0026788264909011626
PTGS2,CDH11,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.01604164015615872,0.00267360669269312
TNF,PAK1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.016035304599406924,0.0026725507665678206
GNAI1,PIK3CG,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.015896573468109243,0.0,0.0026494289113515404
PTPN6,LAT,ligand,functional,0.0,0.0,0.01588661438402099,0.0,0.0,0.0,0.002647769064003498
IL2RA,JAK3,cell_adhesion,functional,0.0,0.01580808461046324,0.0,0.0,0.0,0.0,0.00263468076841054
GRM1,GNA15,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.015633899433395045,0.0,0.002605649905565841
PLAUR,PIK3CG,ligand,functional,0.0,0.0,0.0,0.0,0.015624566669198403,0.0,0.0026040944448664006
CXCL8,PIK3CG,ligand,functional,0.0,0.0,0.0,0.010662532431595637,0.0048923465416318215,0.0,0.002592479828871243
CPM,BDKRB2,cell_surface_enzyme,functional,0.01553511797488289,0.0,0.0,0.0,0.0,0.0,0.0025891863291471486
CXCL5,CCR1,ligand,functional,0.0,0.015503764718936785,0.0,0.0,0.0,0.0,0.002583960786489464
CXCL2,CXCR1,ligand,functional,0.015451223894897633,0.0,0.0,0.0,0.0,0.0,0.002575203982482939
LCK,PRKCB,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.015328380361398738,0.002554730060233123
MUC20,SOS1,ecm,functional,0.0,0.0,0.0,0.0,0.015279692667368873,0.0,0.0025466154445614787
SFRP2,FZD9,ligand,functional,0.0,0.015267702827242689,0.0,0.0,0.0,0.0,0.0025446171378737813
PTPRF,LTK,inhibitory_cofactor,functional,0.0,0.0,0.0,0.0,0.015202726183446693,0.0,0.0025337876972411156
NRXN2,IGSF21,ligand,functional,0.0,0.0,0.005178023115379929,0.0,0.0,0.009977027566489998,0.0025258417803116547
SNCA,LAG3,ligand,functional,0.015118025845030919,0.0,0.0,0.0,0.0,0.0,0.00251967097417182
ACVR2A,IGSF1,cell_adhesion,functional,0.0,0.0,0.015053817906757912,0.0,0.0,0.0,0.002508969651126319
LAMC2,ITGB8,ecm,functional,0.014997889612364762,0.0,0.0,0.0,0.0,0.0,0.00249964826872746
TNF,SELE,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.014953331157178753,0.002492221859529792
ITGB4,PIK3CG,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.01487322274604633,0.0,0.0024788704576743886
CXCL9,DPP4,ligand,functional,0.0,0.0,0.0,0.014845028897663815,0.0,0.0,0.002474171482943969
CXCL10,DPP4,ligand,functional,0.00755891537994589,0.0,0.0,0.007269779245552066,0.0,0.0,0.0024714491042496594
CBL,IL20RB,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.01481709019052038,0.0024695150317533966
CCL5,CX3CR1,ligand,functional,0.0,0.0,0.014707942307779493,0.0,0.0,0.0,0.002451323717963249
CHRM3,GNAQ,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.014670431966739369,0.0024450719944565614
FGF13,SCN9A,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.014652709699228309,0.002442118283204718
PTPN6,BTK,ligand,functional,0.014597842588724355,0.0,0.0,0.0,0.0,0.0,0.0024329737647873924
CSF3,TNF,ligand,functional,0.0,0.0,0.0,0.012595834277011199,0.0,0.0019444846202487376,0.0024233864828766562
IL12RB1,ITGA3,cell_adhesion,functional,0.0,0.0,0.014531794767176759,0.0,0.0,0.0,0.00242196579452946
MET,PIK3CG,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.014494796139587809,0.0,0.0024157993565979683
BTK,BMX,cell_adhesion,functional,0.007086415516412134,0.0,0.0,0.0,0.007396327965051761,0.0,0.0024137905802439825
CLEC7A,SYK,adhesion,functional,0.0,0.0,0.014441227122070487,0.0,0.0,0.0,0.0024068711870117478
PTPN6,ESR1,ligand,functional,0.014438775850193316,0.0,0.0,0.0,0.0,0.0,0.002406462641698886
LEP,ESR1,ligand,functional,0.00478654955935614,0.0,0.0,0.0,0.007520662517294067,0.002092754230471679,0.0023999943845203144
LEP,CASP1,ligand,functional,0.0,0.0,0.014385255670815006,0.0,0.0,0.0,0.002397542611802501
COL6A6,SDC1,ecm,functional,0.0,0.0,0.0,0.0101112047049057,0.004240401660327797,0.0,0.0023919343942055827
SCGB3A1,MARCO,ligand,functional,0.0143294461499792,0.0,0.0,0.0,0.0,0.0,0.002388241024996533
CCL3,CCR7,ligand,functional,0.0,0.0,0.0,0.014321323286552402,0.0,0.0,0.0023868872144254005
CD79B,CD244,cell_adhesion,functional,0.0,0.0,0.0,0.014308082639279983,0.0,0.0,0.002384680439879997
TNFRSF10A,IKBKB,cell_surface_ligand,functional,0.0,0.0,0.0142856585419462,0.0,0.0,0.0,0.0023809430903243664
ITGAL,PTK2B,adhesion,functional,0.0,0.0,0.014244683985610325,0.0,0.0,0.0,0.002374113997601721
PTGS2,CCR7,cell_surface_ligand,functional,0.0,0.0,0.0,0.014236811347467869,0.0,0.0,0.002372801891244645
LILRB2,SIGLEC14,adhesion,functional,0.014228513134327053,0.0,0.0,0.0,0.0,0.0,0.0023714188557211755
IL7,MUC1,ligand,functional,0.0,0.0,0.0,0.014222000526844124,0.0,0.0,0.0023703334211406875
LEFTY2,ACVR2A,ligand,functional,0.0,0.014205739296605856,0.0,0.0,0.0,0.0,0.002367623216100976
NMI,IL2RA,ecm,functional,0.0,0.01420139285751189,0.0,0.0,0.0,0.0,0.002366898809585315
IGSF10,IGSF11,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.014177593350930402,0.0023629322251550668
ADORA2B,GNAI1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.01412386318287958,0.0,0.0023539771971465965
OXT,AVPR1A,ligand,functional,0.014065173952047668,0.0,0.0,0.0,0.0,0.0,0.0023441956586746113
LAMA3,SV2A,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.013978472506869809,0.002329745417811635
CXCL16,CCR2,ecm,functional,0.0,0.013975610976983308,0.0,0.0,0.0,0.0,0.0023292684961638845
CD200,CD200R1,ligand,functional,0.0,0.013934723712342589,0.0,0.0,0.0,0.0,0.002322453952057098
CD200R1,CD200,ligand,functional,0.0,0.013934723712342589,0.0,0.0,0.0,0.0,0.002322453952057098
THBS3,ITGA8,ecm,functional,0.0,0.0,0.013898409171185023,0.0,0.0,0.0,0.002316401528530837
LYN,TRPV4,cell_adhesion,functional,0.0,0.01388790223655838,0.0,0.0,0.0,0.0,0.00231465037275973
LAMA3,ITGB4,ecm,functional,0.0,0.0,0.013750503668594554,0.0,0.0,0.0,0.0022917506114324255
TNF,SMPD2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.01372915031065572,0.0022881917184426202
PTPRS,NTRK2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.013668480802645124,0.0022780801337741875
EDN1,PIK3CG,ligand,functional,0.0,0.0,0.0,0.0,0.01362683382549865,0.0,0.0022711389709164417
FLRT1,ADGRL3,ligand,functional,0.0,0.013623634607911765,0.0,0.0,0.0,0.0,0.002270605767985294
THPO,JAK2,ligand,functional,0.013592478739579483,0.0,0.0,0.0,0.0,0.0,0.0022654131232632472
EGF,CASP8,ligand,functional,0.0,0.0,0.013573263327516273,0.0,0.0,0.0,0.0022622105545860457
TNF,ABCA1,ligand,functional,0.0,0.0,0.0,0.013558945657189937,0.0,0.0,0.002259824276198323
CCL21,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.013531404864935226,0.002255234144155871
NAALADL1,CD96,cell_adhesion,functional,0.0,0.0,0.0,0.01351119655674915,0.0,0.0,0.002251866092791525
LAMA1,CD44,ecm,functional,0.013508183905233907,0.0,0.0,0.0,0.0,0.0,0.002251363984205651
MPZ,LILRB3,cell_surface_ligand,functional,0.0,0.0,0.013441957824836651,0.0,0.0,0.0,0.002240326304139442
IL15,IL2RA,ligand,functional,0.0,0.013431229848348002,0.0,0.0,0.0,0.0,0.0022385383080580005
VEGFD,ITGA2,ligand,functional,0.0,0.0,0.0,0.01340685334417493,0.0,0.0,0.0022344755573624883
CCL18,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.013401827605810941,0.0022336379343018235
OSTN,PTPRU,ligand,functional,0.0,0.0,0.0,0.01330817140146637,0.0,0.0,0.0022180285669110614
KIT,PIK3CD,ligand,functional,0.0,0.0,0.0,0.013272869193072039,0.0,0.0,0.0022121448655120063
CXCL14,CCR2,ligand,functional,0.0,0.013238667753817684,0.0,0.0,0.0,0.0,0.0022064446256362807
CXCL14,CX3CR1,ligand,functional,0.0,0.0,0.01321663299298314,0.0,0.0,0.0,0.0022027721654971897
FCGR1A,PILRA,cell_adhesion,functional,0.0131508056119327,0.0,0.0,0.0,0.0,0.0,0.002191800935322117
MDK,SDC1,ligand,functional,0.0,0.0,0.0,0.0,0.013106696524317346,0.0,0.0021844494207195575
LCK,CD8A,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.012955483907373276,0.002159247317895546
CXCR4,CCR5,cell_adhesion,functional,0.0,0.0,0.01295362567886124,0.0,0.0,0.0,0.00215893761314354
CCR5,CXCR4,cell_adhesion,functional,0.0,0.0,0.012953625678861236,0.0,0.0,0.0,0.0021589376131435395
CASP8,RIPK3,cell_adhesion,functional,0.0,0.0,0.012926436934002394,0.0,0.0,0.0,0.002154406155667066
VCAM1,PTK2B,ligand,functional,0.0,0.0,0.012909232789588618,0.0,0.0,0.0,0.0021515387982647695
TNF,PTGES,ligand,functional,0.0,0.0,0.0,0.012811305965097048,0.0,0.0,0.002135217660849508
CCL5,CCR5,ligand,functional,0.0,0.0,0.012690963195850244,0.0,0.0,0.0,0.0021151605326417073
VCAM1,PIK3CG,ligand,functional,0.0,0.0,0.0,0.0,0.012615343074184406,0.0,0.0021025571790307344
SYK,ITGB3,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.012607480740534615,0.0021012467900891024
TNF,BACE1,ligand,functional,0.0,0.0,0.0,0.012550356308123895,0.0,0.0,0.0020917260513539826
BMP2,BMPR1B,ligand,functional,0.0,0.0,0.0,0.012540169374680894,0.0,0.0,0.0020900282291134824
PTPN6,IL20RB,ligand,functional,0.0,0.0,0.0,0.01248178544154989,0.0,0.0,0.0020802975735916486
LAMC2,ITGA10,ecm,functional,0.012456772761922351,0.0,0.0,0.0,0.0,0.0,0.002076128793653725
CD38,CD8A,cell_surface_ligand,functional,0.012362786391544782,0.0,0.0,0.0,0.0,0.0,0.002060464398590797
FCER1A,FER,cell_adhesion,functional,0.0,0.0,0.0,0.012319031000974234,0.0,0.0,0.0020531718334957055
KIT,PIK3CG,ligand,functional,0.0,0.0,0.0,0.003221248869253602,0.009086828264331518,0.0,0.0020513461889308535
CXCL5,CXCR4,ligand,functional,0.0,0.012303856885973486,0.0,0.0,0.0,0.0,0.0020506428143289143
CCL26,CCR1,ligand,functional,0.0,0.012245381115722664,0.0,0.0,0.0,0.0,0.002040896852620444
CCR2,JAK3,cell_adhesion,functional,0.0,0.012035039020406943,0.0,0.0,0.0,0.0,0.0020058398367344904
EBI3,IL27RA,ligand,functional,0.0,0.012014121929187705,0.0,0.0,0.0,0.0,0.0020023536548646175
CCR2,CXCR4,cell_adhesion,functional,0.0,0.012010587911371724,0.0,0.0,0.0,0.0,0.0020017646518952874
